schema_version,pass_id,source_image,source_image_sha256,image_width_pixels,image_height_pixels,sequence_index,landmark_id,category,description,pixel_x,pixel_y,model_x,model_y,registration_default
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,10,junction_left_lower,square_circle_junction,Lower junction on the left side of the Earth square.,449.457187,1846.243306,-5.5,-4.3301270189221936,true
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,11,junction_left_upper,square_circle_junction,Upper junction on the left side of the Earth square.,368.061811,1763.186800,-5.5,4.3301270189221936,true
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,12,moon_centre_00,moon_centre,"Centre of Moon circle 00, ordered counter-clockwise from the top; model angle 90.000000 degrees.",533.706224,994.733079,0,7,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,13,moon_centre_01,moon_centre,"Centre of Moon circle 01, ordered counter-clockwise from the top; model angle 115.911931 degrees.",751.314271,941.576915,-3.0589236946778646,6.2962676110643772,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,14,moon_centre_02,moon_centre,"Centre of Moon circle 02, ordered counter-clockwise from the top; model angle 154.088069 degrees.",967.814897,991.964529,-6.2962676110643772,3.058923694677866,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,15,moon_centre_03,moon_centre,"Centre of Moon circle 03, ordered counter-clockwise from the top; model angle 180.000000 degrees.",1198.711985,1221.200486,-7,0,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,16,moon_centre_04,moon_centre,"Centre of Moon circle 04, ordered counter-clockwise from the top; model angle 205.911931 degrees.",1250.207019,1443.238213,-6.2962676110643772,-3.0589236946778646,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,17,moon_centre_05,moon_centre,"Centre of Moon circle 05, ordered counter-clockwise from the top; model angle 244.088069 degrees.",1201.480535,1664.722230,-3.0589236946778664,-6.2962676110643763,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,18,moon_centre_06,moon_centre,"Centre of Moon circle 06, ordered counter-clockwise from the top; model angle 270.000000 degrees.",971.690868,1902.263838,0,-7,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,19,moon_centre_07,moon_centre,"Centre of Moon circle 07, ordered counter-clockwise from the top; model angle 295.911931 degrees.",754.082821,1954.312582,3.0589236946778642,-6.296267611064378,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,20,moon_centre_08,moon_centre,"Centre of Moon circle 08, ordered counter-clockwise from the top; model angle 334.088069 degrees.",542.565585,1906.693518,6.2962676110643763,-3.0589236946778668,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,21,moon_centre_09,moon_centre,"Centre of Moon circle 09, ordered counter-clockwise from the top; model angle 0.000000 degrees.",311.114788,1671.920461,7,0,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,22,moon_centre_10,moon_centre,"Centre of Moon circle 10, ordered counter-clockwise from the top; model angle 25.911931 degrees.",260.173464,1450.990154,6.2962676110643772,3.0589236946778655,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,23,moon_centre_11,moon_centre,"Centre of Moon circle 11, ordered counter-clockwise from the top; model angle 64.088069 degrees.",310.007367,1222.307906,3.0589236946778655,6.2962676110643772,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,24,star_endpoint_00_top,star_endpoint,Apparent upper heptagram endpoint.,751.432719,941.565546,,,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,25,star_endpoint_01_upper_left,star_endpoint,"Apparent upper-left heptagram endpoint, ordered counter-clockwise from the top.",1238.320014,1556.947493,,,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,26,star_endpoint_02_lower_left,star_endpoint,"Apparent lower-left side heptagram endpoint, ordered counter-clockwise from the top.",543.136993,1907.214787,,,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,27,star_endpoint_03_bottom_left,star_endpoint,"Apparent bottom-left heptagram endpoint, ordered counter-clockwise from the top.",366.081564,1133.235325,,,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,28,star_endpoint_04_bottom_right,star_endpoint,"Apparent bottom-right heptagram endpoint, ordered counter-clockwise from the top.",1141.644767,1130.189469,,,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,29,star_endpoint_05_lower_right,star_endpoint,"Apparent lower-right side heptagram endpoint, ordered counter-clockwise from the top.",972.422222,1902.794197,,,false
1,pass-03,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,30,star_endpoint_06_upper_right,star_endpoint,"Apparent upper-right heptagram endpoint, ordered counter-clockwise from the top.",273.461838,1565.967086,,,false
