schema_version,pass_id,source_image,source_image_sha256,image_width_pixels,image_height_pixels,sequence_index,landmark_id,category,description,pixel_x,pixel_y,model_x,model_y,registration_default
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,11,junction_left_upper,square_circle_junction,Upper junction on the left side of the Earth square.,368.193274,1763.059183,-5.5,4.3301270189221936,true
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,12,moon_centre_00,moon_centre,"Centre of Moon circle 00, ordered counter-clockwise from the top; model angle 90.000000 degrees.",533.883054,993.666303,0,7,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,13,moon_centre_01,moon_centre,"Centre of Moon circle 01, ordered counter-clockwise from the top; model angle 115.911931 degrees.",751.403545,941.987939,-3.0589236946778646,6.2962676110643772,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,14,moon_centre_02,moon_centre,"Centre of Moon circle 02, ordered counter-clockwise from the top; model angle 154.088069 degrees.",969.565302,992.929263,-6.2962676110643772,3.058923694677866,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,15,moon_centre_03,moon_centre,"Centre of Moon circle 03, ordered counter-clockwise from the top; model angle 180.000000 degrees.",1198.744871,1220.964862,-7,0,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,16,moon_centre_04,moon_centre,"Centre of Moon circle 04, ordered counter-clockwise from the top; model angle 205.911931 degrees.",1250.655187,1443.141016,-6.2962676110643772,-3.0589236946778646,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,17,moon_centre_05,moon_centre,"Centre of Moon circle 05, ordered counter-clockwise from the top; model angle 244.088069 degrees.",1201.563333,1665.171250,-3.0589236946778664,-6.2962676110643763,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,18,moon_centre_06,moon_centre,"Centre of Moon circle 06, ordered counter-clockwise from the top; model angle 270.000000 degrees.",973.434796,1902.159148,0,-7,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,19,moon_centre_07,moon_centre,"Centre of Moon circle 07, ordered counter-clockwise from the top; model angle 295.911931 degrees.",754.719329,1954.207892,3.0589236946778642,-6.296267611064378,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,20,moon_centre_08,moon_centre,"Centre of Moon circle 08, ordered counter-clockwise from the top; model angle 334.088069 degrees.",543.202093,1905.481408,6.2962676110643763,-3.0589236946778668,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,21,moon_centre_09,moon_centre,"Centre of Moon circle 09, ordered counter-clockwise from the top; model angle 0.000000 degrees.",308.982745,1666.832380,7,0,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,22,moon_centre_10,moon_centre,"Centre of Moon circle 10, ordered counter-clockwise from the top; model angle 25.911931 degrees.",260.256262,1451.439174,6.2962676110643772,3.0589236946778655,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,23,moon_centre_11,moon_centre,"Centre of Moon circle 11, ordered counter-clockwise from the top; model angle 64.088069 degrees.",309.536455,1223.310636,3.0589236946778655,6.2962676110643772,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,24,star_endpoint_00_top,star_endpoint,Apparent upper heptagram endpoint.,751.668421,942.471650,,,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,25,star_endpoint_01_upper_left,star_endpoint,"Apparent upper-left heptagram endpoint, ordered counter-clockwise from the top.",1238.871133,1556.335183,,,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,26,star_endpoint_02_lower_left,star_endpoint,"Apparent lower-left side heptagram endpoint, ordered counter-clockwise from the top.",543.215037,1906.402130,,,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,27,star_endpoint_03_bottom_left,star_endpoint,"Apparent bottom-left heptagram endpoint, ordered counter-clockwise from the top.",366.236019,1133.606355,,,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,28,star_endpoint_04_bottom_right,star_endpoint,"Apparent bottom-right heptagram endpoint, ordered counter-clockwise from the top.",1141.897755,1129.536697,,,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,29,star_endpoint_05_lower_right,star_endpoint,"Apparent lower-right side heptagram endpoint, ordered counter-clockwise from the top.",972.664275,1903.050108,,,false
1,pass-02,city_of_revelation_page_069.png,d2ba830db44db6b0a6db8a6d41be780e2f9ef6391d6d832355d0531c282563fa,1512,2327,30,star_endpoint_06_upper_right,star_endpoint,"Apparent upper-right heptagram endpoint, ordered counter-clockwise from the top.",272.594998,1565.458584,,,false
